,year,ceremony,award,id1,nom1,id2,nom2,id3,nom3,id4,nom4,nominated,winner
15507,2017 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt4939064,,tt4939064,Mars,nm0995740,Christopher Barnett,nm0907343,Roy Waldspurger,1,0
15508,2017 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt6251216,,tt6251216,We Will Rise: Michelle Obama's Mission to Educate Girls Around the World,nm1147386,Rich Cutler,,,1,0
15509,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movies and Mini-Series,tt2788432,,tt2788432,American Crime Story,nm0062165,John Bauman,nm0247288,Joe Earle,1,1
15510,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movies and Mini-Series,tt2879552,,tt2879552,11.22.63,nm0861031,John J. Thomson,nm0253424,Pete Elia,1,0
15511,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movies and Mini-Series,tt2085059,,tt2085059,Black Mirror,nm0068003,Adrian Bell,nm1259646,Martin Jensen,1,0
15512,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movies and Mini-Series,tt1475582,,tt1475582,Sherlock,nm1074130,John Mooney,nm0054578,Howard Bargroff,1,0
15513,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movies and Mini-Series,tt1399664,,tt1399664,The Night Manager,nm0073519,Aitor Berenguer,nm0054578,Howard Bargroff,1,0
15514,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1442437,,tt1442437,Modern Family,nm0003562,Stephen Tibbo,nm0004613,Dean Okrand,1,1
15515,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt3487356,,tt3487356,Black-ish,nm0823701,Tom Stasinis,nm0638239,Peter Nusbaum,1,0
15516,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt2575988,,tt2575988,Silicon Valley,nm0665816,Benjamin Patrick,nm0690542,Elmo Ponsdomenech,1,0
15517,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt3502262,,tt3502262,Transparent,nm1837853,Sam Hamer,nm0194852,Andy D'Addario,1,0
15518,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1759761,,tt1759761,Veep,nm0534203,William F. MacPherson,nm0176875,John W. Cook II,1,0
15519,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt0944947,,tt0944947,Game of Thrones,nm0384638,Ronan Hill,nm2054682,Onnalee Blank,1,1
15520,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt3032476,,tt3032476,Better Call Saul,nm0658419,Phillip W. Palmer,nm0071323,Larry Benjamin,1,0
15521,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt4158110,,tt4158110,Mr. Robot,nm0765458,William Sarokin,nm0176875,John W. Cook II,1,0
15522,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt4574334,,tt4574334,Stranger Things,nm1602336,Chris Durfy,nm0055921,Joe Barnett,1,0
15523,2017 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt0475784,,tt0475784,Westworld,nm0698099,John Pritchett,nm0734730,Keith Rogers,1,0
15524,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt2380307,,tt2380307,Coco,nm0138939,Vince Caro,nm0102110,Christopher Boyes,1,1
15525,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt3606752,,tt3606752,Cars 3,nm0437301,Doc Kane,nm0616878,Tom Myers,1,0
15526,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt3469046,,tt3469046,Despicable Me 3,nm0815616,Carlos Sotolongo,nm0858378,Randy Thom,1,0
15527,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt3411444,,tt3411444,Ferdinand,nm0383655,Bill Higley,nm0858378,Randy Thom,1,0
15528,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt4116284,,tt4116284,The Lego Batman Movie,nm1707290,Jason Oliver,nm0783713,Michael Semanick,1,0
15529,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt7207238,,tt7207238,Jane,nm2597885,Lee Smith,nm0003949,David E. Fluhr,1,1
15530,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt6322922,,tt6322922,An Inconvenient Sequel: Truth to Power,nm1639752,Gabriel Monts,nm0817070,Kent Sparling,1,0
15531,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt6498644,,tt6498644,Eric Clapton: Life in 12 Bars,nm0146687,Tim Cavagin,nm7017920,William Miller,1,0
15532,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt7291268,,tt7291268,Gaga: Five Foot Two,nm0907391,Jonathan Wales,nm2556401,Jason Dotts,1,0
15533,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt4143508,,tt4143508,Long Strange Trip,nm0797847,David Silberberg,nm0007213,Bob Chefalas,1,0
15534,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt5013056,,tt5013056,Dunkirk,nm0918319,Mark Weingarten,nm0484414,Gregg Landaker,1,1
15535,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt3890160,,tt3890160,Baby Driver,nm0254978,Mary H. Ellis,nm0805398,Julian Slater,1,0
15536,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt2527336,,tt2527336,Star Wars: Episode VIII - The Last Jedi,nm0934184,Stuart Wilson,nm0662188,David Parker,1,0
15537,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt5580390,,tt5580390,The Shape of Water,nm0310266,Glen Gauthier,nm0177397,Christian T. Cooke,1,0
15538,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt0451279,,tt0451279,Wonder Woman,nm0613101,Chris Munro,nm0121006,Chris Burdon,1,0
15539,2018 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music Series or Specials",tt7604980,,tt7604980,Rolling Stone: Stories from the Edge,nm0387958,David Hocs,nm6979927,Tom Tierney,1,1
15540,2018 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music Series or Specials",tt0094416,,tt0094416,American Experience,nm1636187,John Jenkins,nm0353927,Ken Hahn,1,0
15541,2018 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music Series or Specials",tt2845786,,tt2845786,Anthony Bourdain: Parts Unknown,nm0610148,Benny Mouthon,,,1,0
15542,2018 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music Series or Specials",tt0446809,,tt0446809,Deadliest Catch,nm2344177,John Warrin,,,1,0
15543,2018 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music Series or Specials",tt7623616,,tt7623616,Who Killed Tupac?,nm3692424,Steve Birchmeier,nm0716028,John Reese,1,0
15544,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Mini-Series,tt2085059,,tt2085059,Black Mirror,nm0734461,John Rodda,nm0146687,Tim Cavagin,1,1
15545,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Mini-Series,tt3920596,,tt3920596,Big Little Lies,nm0066237,Brendan Beebe,nm0272834,Gavin Fernandes,1,0
15546,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Mini-Series,tt2802850,,tt2802850,Fargo,nm0687020,Michael Playfair,nm0512177,Kirk Lynds,1,0
15547,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Mini-Series,tt1475582,,tt1475582,Sherlock,nm1074130,John Mooney,nm0054578,Howard Bargroff,1,0
15548,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Mini-Series,tt4093826,,tt4093826,Twin Peaks,tt4093826,Twin Peaks: The Return (original title),nm0043570,Douglas Axtell,1,0
15549,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt2575988,,tt2575988,Silicon Valley,nm0665816,Benjamin Patrick,nm0690542,Elmo Ponsdomenech,1,1
15550,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt2891574,,tt2891574,Ballers,nm0361897,Scott Harber,nm0918312,Richard Weingart,1,0
15551,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt3487356,,tt3487356,Black-ish,nm0823701,Tom Stasinis,nm0638239,Peter Nusbaum,1,0
15552,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1442437,,tt1442437,Modern Family,nm0003562,Stephen Tibbo,nm0004613,Dean Okrand,1,0
15553,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1759761,,tt1759761,Veep,nm0534203,William F. MacPherson,nm0176875,John W. Cook II,1,0
15554,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt0944947,,tt0944947,Game of Thrones,nm0384638,Ronan Hill,nm2126633,Richard Dyer,1,1
15555,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt3032476,,tt3032476,Better Call Saul,nm0658419,Phillip W. Palmer,nm0071323,Larry Benjamin,1,0
15556,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt4574334,,tt4574334,Stranger Things,nm1309180,Michael P. Clark,nm0055921,Joe Barnett,1,0
15557,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt4786824,,tt4786824,The Crown,nm0039316,Chris Ashworth,nm1598625,Lee Walpole,1,0
15558,2018 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5834204,,tt5834204,The Handmaid's Tale,nm0861031,John J. Thomson,nm0812602,Lou Solakofski,1,0
15559,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt5104604,,tt5104604,Isle of Dogs,nm0542710,Darrin Mann,nm0769042,Christopher Scarabosio,1,1
15560,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt3606756,,tt3606756,Incredibles 2,nm0138939,Vince Caro,nm0437301,Doc Kane,1,0
15561,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt5848272,,tt5848272,Ralph Breaks the Internet,nm0437301,Doc Kane,nm1593107,Paul McGrath,1,0
15562,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt4633694,,tt4633694,Spider-Man: Into the Spider-Verse,nm0807520,Brian Smith,nm8491815,Aaron Hasson,1,0
15563,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt2709692,,tt2709692,The Grinch,nm0588972,Michael Miller,nm0729886,Gary A. Rizzo,1,0
15564,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt7775622,,tt7775622,Free Solo,nm3980661,Jim Hurst,nm0281530,Tom Fleischman,1,1
15565,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt8632862,,tt8632862,Fahrenheit 11/9,nm0747108,Mark Roy,nm0471397,Andy Kris,1,0
15566,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt7440432,,tt7440432,Quincy,nm5502999,Alan Hicks,nm0907391,Jonathan Wales,1,0
15567,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt6893836,,tt6893836,They'll Love Me When I'm Dead,nm4534930,Rob Fillmore,nm1211987,Brian Riordan,1,0
15568,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt7681902,,tt7681902,Won't You Be My Neighbor?,nm0395127,Pete Horner,nm5475063,Jeff King,1,0
15569,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1727824,,tt1727824,Bohemian Rhapsody,nm0142841,John Casali,nm0557338,Paul Massey,1,1
15570,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt6644200,,tt6644200,A Quiet Place,nm0056421,Michael Barosky,nm0698367,Brandon Proctor,1,0
15571,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1517451,,tt1517451,A Star Is Born,nm0607551,Steven Morrow,nm0654696,Tom Ozanich,1,0
15572,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1825683,,tt1825683,Black Panther,nm0222818,Peter J. Devlin,nm0006655,Steve Boeddeker,1,0
15573,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1213641,,tt1213641,First Man,nm0254978,Mary H. Ellis,nm0852656,Jon Taylor,1,0
15574,2019 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt2845786,,tt2845786,Anthony Bourdain: Parts Unknown,nm0610148,Benny Mouthon,,,1,1
15575,2019 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt0446809,,tt0446809,Deadliest Catch,nm0111477,Bob Bronow,,,1,0
15576,2019 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt6874964,,tt6874964,Jesus Christ Superstar Live in Concert,nm1344852,Tom Holmes,nm4136723,Brian Flanzbaum,1,0
15577,2019 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt9576798,,tt9576798,The Late Late Show Carpool Karaoke Primetime Special,nm2280543,Bill Kaplan,nm1348898,Scott Smolev,1,0
15578,2019 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt3697842,,tt3697842,The Late Show with Stephen Colbert,nm3657626,Pierre DeLaforcade,nm3658070,Tom Herrmann,1,0
15579,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt2788432,,tt2788432,American Crime Story,nm0062165,John Bauman,nm0247288,Joe Earle,1,1
15580,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt6866266,,tt6866266,Escape at Dannemora,nm0625794,Tom Nelson,nm0007213,Bob Chefalas,1,0
15581,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt0360556,,tt0360556,Fahrenheit 451,nm0256123,Henry Embry,nm0281530,Tom Fleischman,1,0
15582,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt5673782,,tt5673782,Genius,nm2020896,Tamás Csaba,nm0111477,Bob Bronow,1,0
15583,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt6599482,,tt6599482,The Romanoffs,nm0286014,Petr Forejt,nm0071323,Larry Benjamin,1,0
15584,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt3502172,,tt3502172,Mozart in the Jungle,nm4536826,Ryotaro Harada,nm0194852,Andy D'Addario,1,1
15585,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt2891574,,tt2891574,Ballers,nm0361897,Scott Harber,nm0173081,Michael Colomby,1,0
15586,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt5348176,,tt5348176,Barry,nm0665816,Benjamin Patrick,nm0690542,Elmo Ponsdomenech,1,0
15587,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1442437,,tt1442437,Modern Family,nm0003562,Stephen Tibbo,nm0004613,Dean Okrand,1,0
15588,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt2575988,,tt2575988,Silicon Valley,nm0665816,Benjamin Patrick,nm0690542,Elmo Ponsdomenech,1,0
15589,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5788792,,tt5788792,The Marvelous Mrs. Maisel,nm0697038,Mathew Price,nm0090580,Ron Bochar,1,1
15590,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt3032476,,tt3032476,Better Call Saul,nm0658419,Phillip W. Palmer,nm0071323,Larry Benjamin,1,0
15591,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5071412,,tt5071412,Ozark,nm0097357,Felipe Borrero,nm0071323,Larry Benjamin,1,0
15592,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5834204,,tt5834204,The Handmaid's Tale,nm0006387,Sylvain Arseneault,nm0812602,Lou Solakofski,1,0
15593,2019 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt0475784,,tt0475784,Westworld,nm0666215,Geoffrey Patterson,nm0829045,Roger V. Stevenson,1,0
15594,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt1979376,,tt1979376,Toy Story 4,nm0437301,Doc Kane,nm0783713,Michael Semanick,1,1
15595,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt6324278,,tt6324278,Abominable,nm3833418,Tighe Sheldon,nm0002383,Myron Nettinga,1,0
15596,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt4520988,,tt4520988,Frozen II,nm1593107,Paul McGrath,nm0003949,David E. Fluhr,1,0
15597,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt2386490,,tt2386490,How to Train Your Dragon: The Hidden World,nm3833418,Tighe Sheldon,nm0729886,Gary A. Rizzo,1,0
15598,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt6105098,,tt6105098,The Lion King,nm0431954,Ron Judkins,nm0386567,Lora Hirschberg,1,0
15599,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt3856408,,tt3856408,Making Waves: The Art of Cinematic Sound,nm2360606,David J. Turner,nm0616878,Tom Myers,1,1
15600,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt8760684,,tt8760684,Apollo 11,nm1497128,Eric Milano,nm0251775,Brian Eimer,1,0
15601,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt8884430,,tt8884430,Echo in the Canyon,nm2680365,John W. Rampey,nm0420804,Chris Jenkins,1,0
15602,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt1305619,,tt1305619,Miles Davis: Birth of the Cool,tt1305619,American Masters: Miles Davis - Birth of the Cool (original title),nm0159328,Gautam Choudhury,1,0
15603,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt9185816,,tt9185816,Woodstock: Three Days That Defined a Generation,tt9185816,Woodstock (original title),nm4236849,Kevin Peters,1,0
15604,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1950186,,tt1950186,Ford v Ferrari,nm0607551,Steven Morrow,nm0557338,Paul Massey,1,1
15605,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt7286456,,tt7286456,Joker,nm0537972,Tod A. Maitland,nm0958711,Dean A. Zupancic,1,0
15606,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt7131622,,tt7131622,Once Upon a Time in Hollywood,tt7131622,Once Upon a Time in... Hollywood (original title),nm0880360,Mark Ulano,1,0
15607,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt2066051,,tt2066051,Rocketman,nm0371083,John Hayes,nm0696523,Mike Prestwood Smith,1,0
15608,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Live Action,tt1302006,,tt1302006,The Irishman,nm0537972,Tod A. Maitland,nm0281530,Tom Fleischman,1,0
15609,2020 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt9144476,,tt9144476,David Bowie: Finding Fame,nm0642065,Sean O'Neil,nm1619170,Greg Gettens,1,1
15610,2020 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt9708550,,tt9708550,Country Music,nm0747108,Mark Roy,nm0003838,Dominick Tavella,1,0
15611,2020 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt0446809,,tt0446809,Deadliest Catch,nm0111477,Bob Bronow,,,1,0
15612,2020 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt8289930,,tt8289930,Formula 1: Drive to Survive,nm0296776,Nick Fry,nm2525985,Steve Speed,1,0
15613,2020 Awards,C.A.S. Award,"Outstanding Achievement in Sound Mixing for Television - Non-Fiction, Variety or Music - Series or Specials",tt6733446,,tt6733446,Hitsville: The Making of Motown,nm6339663,Pete Orlanski,nm1698492,Richard Kondal,1,0
15614,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt7366338,,tt7366338,Chernobyl,nm1301706,Vincent Piponnier,nm0385014,Stuart Hilliker,1,1
15615,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt9782756,,tt9782756,Apollo: Missions to the Moon,nm2344177,John Warrin,nm4070343,John W. Chapman,1,0
15616,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt4943998,,tt4943998,Deadwood: The Movie,tt4943998,Deadwood (original title),nm0666215,Geoffrey Patterson,1,0
15617,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt9243946,,tt9243946,El Camino: A Breaking Bad Movie,nm0658419,Phillip W. Palmer,nm0071323,Larry Benjamin,1,0
15618,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Movie or Limited Series,tt2356777,,tt2356777,True Detective,nm0666215,Geoffrey Patterson,nm0650088,Greg Orloff,1,0
15619,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt5348176,,tt5348176,Barry,nm0665816,Benjamin Patrick,nm0690542,Elmo Ponsdomenech,1,1
15620,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt5687612,,tt5687612,Fleabag,nm0100059,Christian Bourne,nm7421806,David Drake,1,0
15621,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1442437,,tt1442437,Modern Family,nm0003562,Stephen Tibbo,nm0004613,Dean Okrand,1,0
15622,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt7520794,,tt7520794,Russian Doll,nm1710081,Phil Rosati,nm0326261,Lewis Goldstein,1,0
15623,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - Half Hour,tt1759761,,tt1759761,Veep,nm0534203,William F. MacPherson,nm0176875,John W. Cook II,1,0
15624,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt0944947,,tt0944947,Game of Thrones,nm0384638,Ronan Hill,nm1383640,Simon Kerr,1,1
15625,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt2442560,,tt2442560,Peaky Blinders,nm1022709,Stu Wright,nm0372695,Nigel Heath,1,0
15626,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt4574334,,tt4574334,Stranger Things,nm0713150,Michael Rayle,nm2296910,Mark Paterson,1,0
15627,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5834204,,tt5834204,The Handmaid's Tale,nm0006387,Sylvain Arseneault,nm0812602,Lou Solakofski,1,0
15628,2020 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Television Series - One Hour,tt5057054,,tt5057054,Tom Clancy's Jack Ryan,tt5057054,Jack Ryan (original title),nm1556780,Jorge Adrados,1,0
15629,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt2948372,,tt2948372,Soul,nm0138939,Vince Caro,nm0460274,Ren Klyce,1,1
15630,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt6193408,,tt6193408,A Shaun the Sheep Movie: Farmageddon,nm2654149,Dominic Boucher,nm0121006,Chris Burdon,1,0
15631,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt7146812,,tt7146812,Onward,nm0138939,Vince Caro,nm0437301,Doc Kane,1,0
15632,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt2850386,,tt2850386,The Croods: A New Age,nm3833418,Tighe Sheldon,nm0769042,Christopher Scarabosio,1,0
15633,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Animated,tt6587640,,tt6587640,Trolls World Tour,nm3833418,Tighe Sheldon,nm0586793,Scott Millan,1,0
15634,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt9850386,,tt9850386,The Bee Gees: How Can You Mend a Broken Heart,nm0729886,Gary A. Rizzo,nm5475063,Jeff King,1,1
15635,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt11989890,,tt11989890,David Attenborough: A Life on Our Planet,nm0928342,Graham Wild,nm0184093,Gareth Cousins,1,0
15636,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt12888462,,tt12888462,My Octopus Teacher,nm1231194,Barry Donnelly,nm5199252,Charl Mostert,1,0
15637,2021 Awards,C.A.S. Award,Outstanding Achievement in Sound Mixing for Motion Pictures - Documentary,tt11464826,,tt11464826,The Social Dilemma,nm2986737,Mark A. Crawford,nm3175372,Scott R. Lewis,1,0
